"Species","Taxon.History.URL.ICTV"
"Olive latent ringspot virus","ICTVonline=202102125"
"Peach rosette mosaic virus","ICTVonline=202102126"
"Potato black ringspot virus","ICTVonline=202102127"
"Potato virus B","ICTVonline=202105628"
"Potato virus U","ICTVonline=202102128"
"Raspberry ringspot virus","ICTVonline=202102129"
"Soybean latent spherical virus","ICTVonline=202105629"
"Tobacco ringspot virus","ICTVonline=202102130"
"Tomato black ring virus","ICTVonline=202102131"
"Tomato ringspot virus","ICTVonline=202102132"
"Apple latent spherical virus","ICTVonline=202102135"
"Arracacha virus B","ICTVonline=202102136"
"Cherry rasp leaf virus","ICTVonline=202102137"
"Currant latent virus","ICTVonline=202102138"
"Stocky prune virus","ICTVonline=202102139"
"Chocolate lily virus A","ICTVonline=202102155"
"Dioscorea mosaic associated virus","ICTVonline=202105630"
"Sadwavirus PSVA","ICTVonline=202113822"
"Satsuma dwarf virus","ICTVonline=202102141"
"Black raspberry necrosis virus","ICTVonline=202102154"
"Sadwavirus LSV1","ICTVonline=202113823"
"Strawberry mottle virus","ICTVonline=202102157"
"Carrot necrotic dieback virus","ICTVonline=202102143"
"Dandelion yellow mosaic virus","ICTVonline=202102144"
"Parsnip yellow fleck virus","ICTVonline=202102145"
"Sequivirus LSMV","ICTVonline=202113824"
"Stralarivirus LycMoV","ICTVonline=202112968"
"Stralarivirus SLRSV","ICTVonline=202102156"
"Carrot torradovirus 1","ICTVonline=202102147"
"Lettuce necrotic leaf curl virus","ICTVonline=202102148"
"Motherwort yellow mottle virus","ICTVonline=202102149"
"Squash chlorotic leaf spot virus","ICTVonline=202102150"
"Tomato marchitez virus","ICTVonline=202102151"
"Tomato torrado virus","ICTVonline=202102152"
"Anthriscus yellows virus","ICTVonline=202102159"
"Bellflower vein chlorosis virus","ICTVonline=202102160"
"Maize chlorotic dwarf virus","ICTVonline=202102161"
"Rice tungro spherical virus","ICTVonline=202102162"
"Waikavirus AcYV1","ICTVonline=202113829"
"Waikavirus BCWVA","ICTVonline=202113828"
"Waikavirus BnRV1","ICTVonline=202113827"
"Waikavirus PoLV1","ICTVonline=202113830"
"Waikavirus PWaiV","ICTVonline=202113825"
"Waikavirus RCaV1","ICTVonline=202113826"
"Solenopsis invicta virus 3","ICTVonline=202105051"
"Nylanderia fulva virus 1","ICTVonline=202105053"
"Heterocapsa circularisquama RNA virus 01","ICTVonline=202102473"
"Mushroom bacilliform virus","ICTVonline=202102729"
"Alfalfa enamovirus 1","ICTVonline=202103762"
"Birdsfoot trefoil enamovirus 1","ICTVonline=202107408"
"Citrus vein enation virus","ICTVonline=202106590"
"Grapevine enamovirus 1","ICTVonline=202106585"
"Pea enation mosaic virus 1","ICTVonline=202103763"
"Poinsettia latent virus","ICTVonline=202105362"
"Beet chlorosis virus","ICTVonline=202103774"
"Beet mild yellowing virus","ICTVonline=202103775"
"Beet western yellows virus","ICTVonline=202103776"
"Carrot red leaf virus","ICTVonline=202103777"
"Cereal yellow dwarf virus RPS","ICTVonline=202103778"
"Cereal yellow dwarf virus RPV","ICTVonline=202103779"
"Chickpea chlorotic stunt virus","ICTVonline=202103780"
"Cotton leafroll dwarf virus","ICTVonline=202103781"
"Cucurbit aphid-borne yellows virus","ICTVonline=202103782"
"Faba bean polerovirus 1","ICTVonline=202107417"
"Maize yellow dwarf virus RMV","ICTVonline=202103783"
"Maize yellow mosaic virus","ICTVonline=202105862"
"Melon aphid-borne yellows virus","ICTVonline=202103784"
"Pepo aphid-borne yellows virus","ICTVonline=202105863"
"Pepper vein yellows virus 1","ICTVonline=202103785"
"Pepper vein yellows virus 2","ICTVonline=202106621"
"Pepper vein yellows virus 3","ICTVonline=202106622"
"Pepper vein yellows virus 4","ICTVonline=202106623"
"Pepper vein yellows virus 5","ICTVonline=202106624"
"Pepper vein yellows virus 6","ICTVonline=202106625"
"Potato leafroll virus","ICTVonline=202103786"
"Pumpkin polerovirus","ICTVonline=202107553"
"Suakwa aphid-borne yellows virus","ICTVonline=202103787"
"Sugarcane yellow leaf virus","ICTVonline=202103788"
"Tobacco vein distorting virus","ICTVonline=202103789"
"Turnip yellows virus","ICTVonline=202103790"
"Artemisia virus A","ICTVonline=202105371"
"Blueberry shoestring virus","ICTVonline=202105372"
"Cocksfoot mottle virus","ICTVonline=202105373"
"Cymbidium chlorotic mosaic virus","ICTVonline=202105374"
"Imperata yellow mottle virus","ICTVonline=202105375"
"Lucerne transient streak virus","ICTVonline=202105376"
"Papaya lethal yellowing virus","ICTVonline=202105377"
"Physalis rugose mosaic virus","ICTVonline=202109704"
"Rice yellow mottle virus","ICTVonline=202105378"
"Rottboellia yellow mottle virus","ICTVonline=202105379"
"Ryegrass mottle virus","ICTVonline=202105380"
"Sesbania mosaic virus","ICTVonline=202105381"
"Sobemovirus smamv","ICTVonline=202113863"
"Solanum nodiflorum mottle virus","ICTVonline=202105382"
"Southern bean mosaic virus","ICTVonline=202105383"
"Southern cowpea mosaic virus","ICTVonline=202105384"
"Sowbane mosaic virus","ICTVonline=202105385"
"Soybean yellow common mosaic virus","ICTVonline=202105386"
"Subterranean clover mottle virus","ICTVonline=202105387"
"Turnip rosette virus","ICTVonline=202105388"
"Velvet tobacco mottle virus","ICTVonline=202105389"
"Barley yellow dwarf virus GPV","ICTVonline=202103792"
"Barley yellow dwarf virus SGV","ICTVonline=202103793"
"Chickpea stunt disease associated virus","ICTVonline=202103794"
"Groundnut rosette assistor virus","ICTVonline=202103795"
"Indonesian soybean dwarf virus","ICTVonline=202103796"
"Sweet potato leaf speckling virus","ICTVonline=202103797"
"Tobacco necrotic dwarf virus","ICTVonline=202103798"
"Areca palm necrotic ringspot virus","ICTVonline=202107457"
"Areca palm necrotic spindle-spot virus","ICTVonline=202107456"
"Bellflower veinal mottle virus","ICTVonline=202105915"
"Blackberry virus Y","ICTVonline=202104534"
"Barley mild mosaic virus","ICTVonline=202104536"
"Barley yellow mosaic virus","ICTVonline=202104537"
"Oat mosaic virus","ICTVonline=202104538"
"Rice necrosis mosaic virus","ICTVonline=202104539"
"Wheat spindle streak mosaic virus","ICTVonline=202104540"
"Wheat yellow mosaic virus","ICTVonline=202104541"
"Celery latent virus","ICTVonline=202107463"
"Cassava brown streak virus","ICTVonline=202104543"
"Coccinia mottle virus","ICTVonline=202105917"
"Cucumber vein yellowing virus","ICTVonline=202104544"
"Squash vein yellowing virus","ICTVonline=202104545"
"Sweet potato mild mottle virus","ICTVonline=202104546"
"Tomato mild mottle virus","ICTVonline=202104547"
"Ugandan cassava brown streak virus","ICTVonline=202104548"
"Alpinia mosaic virus","ICTVonline=202104550"
"Alpinia oxyphylla mosaic virus","ICTVonline=202107443"
"Artichoke latent virus","ICTVonline=202104551"
"Broad-leafed dock virus A","ICTVonline=202104552"
"Cardamom mosaic virus","ICTVonline=202104553"
"Chinese yam necrotic mosaic virus","ICTVonline=202104554"
"Maclura mosaic virus","ICTVonline=202104555"
"Narcissus latent virus","ICTVonline=202104556"
"Yam chlorotic mosaic virus","ICTVonline=202104557"
"Yam chlorotic necrosis virus","ICTVonline=202107444"
"Caladenia virus A","ICTVonline=202104559"
"Sugarcane streak mosaic virus","ICTVonline=202104560"
"Triticum mosaic virus","ICTVonline=202104561"
"African eggplant mosaic virus","ICTVonline=202106671"
"Algerian watermelon mosaic virus","ICTVonline=202104563"
"Alstroemeria mosaic virus","ICTVonline=202104564"
"Alternanthera mild mosaic virus","ICTVonline=202104565"
"Amaranthus leaf mottle virus","ICTVonline=202104566"
"Amazon lily mosaic virus","ICTVonline=202104567"
"Angelica virus Y","ICTVonline=202104568"
"Apium virus Y","ICTVonline=202104569"
"Araujia mosaic virus","ICTVonline=202104570"
"Arracacha mottle virus","ICTVonline=202104571"
"Asparagus virus 1","ICTVonline=202104572"
"Banana bract mosaic virus","ICTVonline=202104573"
"Barbacena virus Y","ICTVonline=202105918"
"Basella rugose mosaic virus","ICTVonline=202104574"
"Bean common mosaic necrosis virus","ICTVonline=202104575"
"Bean common mosaic virus","ICTVonline=202104576"
"Bean yellow mosaic virus","ICTVonline=202104577"
"Beet mosaic virus","ICTVonline=202104578"
"Begonia flower breaking virus","ICTVonline=202109669"
"Bidens mosaic virus","ICTVonline=202104579"
"Bidens mottle virus","ICTVonline=202104580"
"Blue squill virus A","ICTVonline=202104581"
"Brugmansia mosaic virus","ICTVonline=202104582"
"Brugmansia suaveolens mottle virus","ICTVonline=202104583"
"Butterfly flower mosaic virus","ICTVonline=202104584"
"Calanthe mild mosaic virus","ICTVonline=202104585"
"Calla lily latent virus","ICTVonline=202104586"
"Callistephus mottle virus","ICTVonline=202105919"
"Canna yellow streak virus","ICTVonline=202104587"
"Carnation vein mottle virus","ICTVonline=202104588"
"Carrot thin leaf virus","ICTVonline=202104589"
"Carrot virus Y","ICTVonline=202104590"
"Catharanthus mosaic virus","ICTVonline=202104591"
"Celery mosaic virus","ICTVonline=202104592"
"Ceratobium mosaic virus","ICTVonline=202104593"
"Chilli ringspot virus","ICTVonline=202104594"
"Chilli veinal mottle virus","ICTVonline=202104595"
"Chinese artichoke mosaic virus","ICTVonline=202104596"
"Clitoria virus Y","ICTVonline=202104597"
"Clover yellow vein virus","ICTVonline=202104598"
"Cocksfoot streak virus","ICTVonline=202104599"
"Colombian datura virus","ICTVonline=202104600"
"Commelina mosaic virus","ICTVonline=202104601"
"Costus stripe mosaic virus","ICTVonline=202109670"
"Cowpea aphid-borne mosaic virus","ICTVonline=202104602"
"Cucurbit vein banding virus","ICTVonline=202106672"
"Cypripedium virus Y","ICTVonline=202104603"
"Cyrtanthus elatus virus A","ICTVonline=202104604"
"Daphne mosaic virus","ICTVonline=202104605"
"Daphne virus Y","ICTVonline=202105920"
"Dasheen mosaic virus","ICTVonline=202104606"
"Datura shoestring virus","ICTVonline=202104607"
"Dendrobium chlorotic mosaic virus","ICTVonline=202107431"
"Dioscorea mosaic virus","ICTVonline=202107432"
"Diuris virus Y","ICTVonline=202104608"
"Donkey orchid virus A","ICTVonline=202104609"
"East Asian Passiflora distortion virus","ICTVonline=202107433"
"East Asian Passiflora virus","ICTVonline=202104610"
"Endive necrotic mosaic virus","ICTVonline=202104611"
"Euphorbia ringspot virus","ICTVonline=202104612"
"Freesia mosaic virus","ICTVonline=202104613"
"Fritillary virus Y","ICTVonline=202104614"
"Gloriosa stripe mosaic virus","ICTVonline=202104615"
"Gomphocarpus mosaic virus","ICTVonline=202107434"
"Habenaria mosaic virus","ICTVonline=202104616"
"Hardenbergia mosaic virus","ICTVonline=202104617"
"Henbane mosaic virus","ICTVonline=202104618"
"Hibbertia virus Y","ICTVonline=202104619"
"Hippeastrum mosaic virus","ICTVonline=202104620"
"Hyacinth mosaic virus","ICTVonline=202104621"
"Impatiens flower break virus","ICTVonline=202105921"
"Iris fulva mosaic virus","ICTVonline=202104622"
"Iris mild mosaic virus","ICTVonline=202104623"
"Iris severe mosaic virus","ICTVonline=202104624"
"Japanese yam mosaic virus","ICTVonline=202104625"
"Jasmine virus T","ICTVonline=202104626"
"Johnsongrass mosaic virus","ICTVonline=202104627"
"Kalanchoe mosaic virus","ICTVonline=202104628"
"Keunjorong mosaic virus","ICTVonline=202104629"
"Konjac mosaic virus","ICTVonline=202104630"
"Leek yellow stripe virus","ICTVonline=202104631"
"Lettuce Italian necrotic virus","ICTVonline=202104632"
"Lettuce mosaic virus","ICTVonline=202104633"
"Lily mottle virus","ICTVonline=202104634"
"Lily virus Y","ICTVonline=202107435"
"Lupinus mosaic virus","ICTVonline=202104635"
"Lycoris mild mottle virus","ICTVonline=202104636"
"Maize dwarf mosaic virus","ICTVonline=202104637"
"Malva vein clearing virus","ICTVonline=202104638"
"Mashua virus Y","ICTVonline=202107436"
"Meadow saffron breaking virus","ICTVonline=202104639"
"Mediterranean ruda virus","ICTVonline=202106673"
"Moroccan watermelon mosaic virus","ICTVonline=202104640"
"Narcissus degeneration virus","ICTVonline=202104641"
"Narcissus late season yellows virus","ICTVonline=202104642"
"Narcissus yellow stripe virus","ICTVonline=202104643"
"Nerine yellow stripe virus","ICTVonline=202104644"
"Noni mosaic virus","ICTVonline=202109671"
"Nothoscordum mosaic virus","ICTVonline=202104645"
"Onion yellow dwarf virus","ICTVonline=202104646"
"Ornithogalum mosaic virus","ICTVonline=202104647"
"Ornithogalum virus 2","ICTVonline=202104648"
"Ornithogalum virus 3","ICTVonline=202104649"
"Panax virus Y","ICTVonline=202104650"
"Papaya leaf distortion mosaic virus","ICTVonline=202104651"
"Papaya ringspot virus","ICTVonline=202104652"
"Paris mosaic necrosis virus","ICTVonline=202106674"
"Paris virus 1","ICTVonline=202109672"
"Parsnip mosaic virus","ICTVonline=202104653"
"Passiflora chlorosis virus","ICTVonline=202104654"
"Passiflora mottle virus","ICTVonline=202109673"
"Passion fruit woodiness virus","ICTVonline=202104655"
"Pea seed-borne mosaic virus","ICTVonline=202104656"
"Peanut mottle virus","ICTVonline=202104657"
"Pecan mosaic-associated virus","ICTVonline=202105922"
"Pennisetum mosaic virus","ICTVonline=202104658"
"Pepper mottle virus","ICTVonline=202104659"
"Pepper severe mosaic virus","ICTVonline=202104660"
"Pepper veinal mottle virus","ICTVonline=202104661"
"Pepper yellow mosaic virus","ICTVonline=202104662"
"Peru tomato mosaic virus","ICTVonline=202104663"
"Pfaffia mosaic virus","ICTVonline=202104664"
"Platycodon mild mottle virus","ICTVonline=202107437"
"Pleione flower breaking virus","ICTVonline=202109674"
"Pleione virus Y","ICTVonline=202104665"
"Plum pox virus","ICTVonline=202104666"
"Pokeweed mosaic virus","ICTVonline=202104667"
"Potato virus A","ICTVonline=202104668"
"Potato virus V","ICTVonline=202104669"
"Potato virus Y","ICTVonline=202104670"
"Potato yellow blotch virus","ICTVonline=202107438"
"Potyvirus achyranthis","ICTVonline=202113835"
"Potyvirus ashitabae","ICTVonline=202113836"
"Potyvirus fountaingrassi","ICTVonline=202113838"
"Potyvirus mirabilis","ICTVonline=202113837"
"Potyvirus pleioblasti","ICTVonline=202113839"
"Ranunculus leaf distortion virus","ICTVonline=202104671"
"Ranunculus mild mosaic virus","ICTVonline=202104672"
"Ranunculus mosaic virus","ICTVonline=202104673"
"Rhopalanthe virus Y","ICTVonline=202104674"
"Saffron latent virus","ICTVonline=202106675"
"Sarcochilus virus Y","ICTVonline=202104675"
"Scallion mosaic virus","ICTVonline=202104676"
"Shallot yellow stripe virus","ICTVonline=202104677"
"Sorghum mosaic virus","ICTVonline=202104678"
"Soybean mosaic virus","ICTVonline=202104679"
"Spiranthes mosaic virus 3","ICTVonline=202104680"
"Sudan watermelon mosaic virus","ICTVonline=202106676"
"Sugarcane mosaic virus","ICTVonline=202104681"
"Sunflower chlorotic mottle virus","ICTVonline=202104682"
"Sunflower mild mosaic virus","ICTVonline=202104683"
"Sunflower mosaic virus","ICTVonline=202104684"
"Sunflower ring blotch virus","ICTVonline=202105923"
"Sweet potato feathery mottle virus","ICTVonline=202104685"
"Sweet potato latent virus","ICTVonline=202104686"
"Sweet potato mild speckling virus","ICTVonline=202104687"
"Sweet potato virus 2","ICTVonline=202104688"
"Sweet potato virus C","ICTVonline=202104689"
"Sweet potato virus G","ICTVonline=202104690"
"Tamarillo leaf malformation virus","ICTVonline=202104691"
"Telfairia mosaic virus","ICTVonline=202104692"
"Telosma mosaic virus","ICTVonline=202104693"
"Thunberg fritillary mosaic virus","ICTVonline=202104694"
"Tobacco etch virus","ICTVonline=202104695"
"Tobacco mosqueado virus","ICTVonline=202105924"
"Tobacco vein banding mosaic virus","ICTVonline=202104696"
"Tobacco vein mottling virus","ICTVonline=202104697"
"Tomato necrotic stunt virus","ICTVonline=202104698"
"Tradescantia mild mosaic virus","ICTVonline=202104699"
"Tuberose mild mosaic virus","ICTVonline=202104700"
"Tuberose mild mottle virus","ICTVonline=202104701"
"Tulip breaking virus","ICTVonline=202104702"
"Tulip mosaic virus","ICTVonline=202104703"
"Turnip mosaic virus","ICTVonline=202104704"
"Twisted-stalk chlorotic streak virus","ICTVonline=202104705"
"Ugandan passiflora virus","ICTVonline=202109675"
"Vallota mosaic virus","ICTVonline=202104706"
"Vanilla distortion mosaic virus","ICTVonline=202104707"
"Verbena virus Y","ICTVonline=202104708"
"Watermelon leaf mottle virus","ICTVonline=202104709"
"Watermelon mosaic virus","ICTVonline=202104710"
"Wild melon banding virus","ICTVonline=202106677"
"Wild onion symptomless virus","ICTVonline=202105925"
"Wild potato mosaic virus","ICTVonline=202104711"
"Wild tomato mosaic virus","ICTVonline=202104712"
"Wisteria vein mosaic virus","ICTVonline=202104713"
"Yam mild mosaic virus","ICTVonline=202104714"
"Yam mosaic virus","ICTVonline=202104715"
"Yambean mosaic virus","ICTVonline=202104716"
"Zantedeschia mild mosaic virus","ICTVonline=202104717"
"Zea mosaic virus","ICTVonline=202104718"
"Zucchini shoestring virus","ICTVonline=202104719"
"Zucchini tigre mosaic virus","ICTVonline=202104720"
"Zucchini yellow fleck virus","ICTVonline=202104721"
"Zucchini yellow mosaic virus","ICTVonline=202104722"
"Passiflora edulis symptomless virus","ICTVonline=202107450"
"Rose yellow mosaic virus","ICTVonline=202104735"
"Agropyron mosaic virus","ICTVonline=202104724"
"Hordeum mosaic virus","ICTVonline=202104725"
"Ryegrass mosaic virus","ICTVonline=202104726"
"Brome streak mosaic virus","ICTVonline=202104728"
"Oat necrotic mottle virus","ICTVonline=202104729"
"Tall oatgrass mosaic virus","ICTVonline=202104730"
"Wheat eqlid mosaic virus","ICTVonline=202104731"
"Wheat streak mosaic virus","ICTVonline=202104732"
"Yellow oat grass mosaic virus","ICTVonline=202104733"
"Avastrovirus 1","ICTVonline=202102622"
"Avastrovirus 2","ICTVonline=202102623"
"Avastrovirus 3","ICTVonline=202102624"
"Mamastrovirus 1","ICTVonline=202102626"
"Mamastrovirus 2","ICTVonline=202102627"
"Mamastrovirus 3","ICTVonline=202102628"
"Mamastrovirus 4","ICTVonline=202102629"
"Mamastrovirus 5","ICTVonline=202102630"
"Mamastrovirus 6","ICTVonline=202102631"
"Mamastrovirus 7","ICTVonline=202102632"
"Mamastrovirus 8","ICTVonline=202102633"
"Mamastrovirus 9","ICTVonline=202102634"
"Mamastrovirus 10","ICTVonline=202102635"
"Mamastrovirus 11","ICTVonline=202102636"
"Mamastrovirus 12","ICTVonline=202102637"
"Mamastrovirus 13","ICTVonline=202102638"
"Mamastrovirus 14","ICTVonline=202102639"
"Mamastrovirus 15","ICTVonline=202102640"
"Mamastrovirus 16","ICTVonline=202102641"
"Mamastrovirus 17","ICTVonline=202102642"
"Mamastrovirus 18","ICTVonline=202102643"
"Mamastrovirus 19","ICTVonline=202102644"
"Alphayadokarivirus gobani","ICTVonline=202112473"
"Alphayadokarivirus ichibani","ICTVonline=202112469"
"Alphayadokarivirus nibani","ICTVonline=202112470"
"Alphayadokarivirus rokubani","ICTVonline=202112474"
"Alphayadokarivirus sanbani","ICTVonline=202112471"
"Alphayadokarivirus yonbani","ICTVonline=202112472"
"Betayadokarivirus ichibani","ICTVonline=202112476"
"Betayadokarivirus nibani","ICTVonline=202112477"
"Betayadokarivirus sanbani","ICTVonline=202112478"
"Betayadokarivirus yonbani","ICTVonline=202112479"
"Hadakavirus nanga","ICTVonline=202112465"
"Infectious pancreatic necrosis virus","ICTVonline=202102748"
"Tellina virus","ICTVonline=202102749"
"Yellowtail ascites virus","ICTVonline=202102750"
"Infectious bursal disease virus","ICTVonline=202102752"
"Blotched snakehead virus","ICTVonline=202102754"
"Lates calcarifer birnavirus","ICTVonline=202108656"
"Drosophina B birnavirus","ICTVonline=202108651"
"Drosophila X virus","ICTVonline=202102756"
"Mosquito X virus","ICTVonline=202108649"
"Rotifer birnavirus","ICTVonline=202108653"
"Tellina virus 1","ICTVonline=202108655"
"Euprosterna elaeasa virus","ICTVonline=202104288"
"Thosea asigna virus","ICTVonline=202104289"
"Botrytis porri botybirnavirus 1","ICTVonline=202105343"
"Duck hepatitis B virus","ICTVonline=202103648"
"Heron hepatitis B virus","ICTVonline=202103649"
"Parrot hepatitis B virus","ICTVonline=202103650"
"Tibetan frog hepatitis B virus","ICTVonline=202105860"
"Bluegill hepatitis B virus","ICTVonline=202105859"
"Capuchin monkey hepatitis B virus","ICTVonline=202106328"
"Chinese shrew hepatitis B virus","ICTVonline=202107260"
"Domestic cat hepatitis B virus","ICTVonline=202107258"
"Ground squirrel hepatitis virus","ICTVonline=202103652"
"Hepatitis B virus","ICTVonline=202103653"
"Long-fingered bat hepatitis B virus","ICTVonline=202103654"
"Pomona bat hepatitis B virus","ICTVonline=202103655"
"Roundleaf bat hepatitis B virus","ICTVonline=202103656"
"Tai Forest hepatitis B virus","ICTVonline=202107259"
"Tent-making bat hepatitis B virus","ICTVonline=202103657"
"Woodchuck hepatitis virus","ICTVonline=202103658"
"Woolly monkey hepatitis B virus","ICTVonline=202103659"
"White sucker hepatitis B virus","ICTVonline=202103661"
"Anopheles gambiae Moose virus","ICTVonline=202103847"
"Antheraea semotivirus Tamy","ICTVonline=202105584"
"Ascaris lumbricoides Tas virus","ICTVonline=202103848"
"Bombyx mori Pao virus","ICTVonline=202103849"
"Caenorhabditis elegans Cer13 virus","ICTVonline=202103850"
"Drosophila melanogaster Bel virus","ICTVonline=202103851"
"Drosophila melanogaster Roo virus","ICTVonline=202103852"
"Drosophila semotivirus Max","ICTVonline=202105585"
"Drosophila simulans Ninja virus","ICTVonline=202103853"
"Schistosoma semotivirus Sinbad","ICTVonline=202105586"
"Takifugu rubripes Suzu virus","ICTVonline=202103854"
"Aglaonema bacilliform virus","ICTVonline=202102819"
"Badnavirus aucubae","ICTVonline=202113831"
"Badnavirus castaneae","ICTVonline=202113832"
"Banana streak GF virus","ICTVonline=202102820"
"Banana streak IM virus","ICTVonline=202102821"
"Banana streak MY virus","ICTVonline=202102822"
"Banana streak OL virus","ICTVonline=202102823"
"Banana streak UA virus","ICTVonline=202102824"
"Banana streak UI virus","ICTVonline=202102825"
"Banana streak UL virus","ICTVonline=202102826"
"Banana streak UM virus","ICTVonline=202102827"
"Banana streak VN virus","ICTVonline=202102828"
"Birch leaf roll-associated virus","ICTVonline=202106641"
"Blackberry virus F","ICTVonline=202106642"
"Bougainvillea chlorotic vein banding virus","ICTVonline=202102829"
"Cacao bacilliform Sri Lanka virus","ICTVonline=202106647"
"Cacao mild mosaic virus","ICTVonline=202105761"
"Cacao swollen shoot CD virus","ICTVonline=202102830"
"Cacao swollen shoot CE virus","ICTVonline=202106643"
"Cacao swollen shoot Ghana M virus","ICTVonline=202106644"
"Cacao swollen shoot Ghana N virus","ICTVonline=202106645"
"Cacao swollen shoot Ghana Q virus","ICTVonline=202106646"
"Cacao swollen shoot Togo A virus","ICTVonline=202102831"
"Cacao swollen shoot Togo B virus","ICTVonline=202102832"
"Cacao yellow vein banding virus","ICTVonline=202105762"
"Camellia lemon glow virus","ICTVonline=202108834"
"Canna yellow mottle associated virus","ICTVonline=202106648"
"Canna yellow mottle virus","ICTVonline=202102833"
"Citrus yellow mosaic virus","ICTVonline=202102834"
"Codonopsis vein clearing virus","ICTVonline=202107426"
"Commelina yellow mottle virus","ICTVonline=202102835"
"Cycad leaf necrosis virus","ICTVonline=202108835"
"Dioscorea bacilliform AL virus","ICTVonline=202102836"
"Dioscorea bacilliform AL virus 2","ICTVonline=202106650"
"Dioscorea bacilliform ES virus","ICTVonline=202106649"
"Dioscorea bacilliform RT virus 1","ICTVonline=202105763"
"Dioscorea bacilliform RT virus 2","ICTVonline=202105764"
"Dioscorea bacilliform RT virus 3","ICTVonline=202108836"
"Dioscorea bacilliform SN virus","ICTVonline=202102837"
"Dioscorea bacilliform TR virus","ICTVonline=202105765"
"Dracaena mottle virus","ICTVonline=202108837"
"Epiphyllum mottle-associated virus","ICTVonline=202108838"
"Fig badnavirus 1","ICTVonline=202102838"
"Gooseberry vein banding associated virus","ICTVonline=202102839"
"Grapevine badnavirus 1","ICTVonline=202107427"
"Grapevine Roditis leaf discoloration-associated virus","ICTVonline=202102840"
"Grapevine vein clearing virus","ICTVonline=202102841"
"Green Sichuan pepper vein clearing-associated virus","ICTVonline=202108840"
"Ivy ringspot-associated virus","ICTVonline=202108841"
"Jujube mosaic-associated virus","ICTVonline=202106651"
"Kalanchoe top-spotting virus","ICTVonline=202102842"
"Mulberry badnavirus 1","ICTVonline=202102843"
"Pagoda yellow mosaic associated virus","ICTVonline=202102844"
"Pineapple bacilliform CO virus","ICTVonline=202102845"
"Pineapple bacilliform ER virus","ICTVonline=202102846"
"Piper yellow mottle virus","ICTVonline=202102847"
"Polyscias mosaic virus","ICTVonline=202108842"
"Rubus yellow net virus","ICTVonline=202102848"
"Spiraea yellow leafspot virus","ICTVonline=202102850"
"Sugarcane bacilliform Guadeloupe A virus","ICTVonline=202102851"
"Sugarcane bacilliform Guadeloupe D virus","ICTVonline=202102852"
"Sugarcane bacilliform IM virus","ICTVonline=202102853"
"Sugarcane bacilliform MO virus","ICTVonline=202102854"
"Sweet potato pakakuy virus","ICTVonline=202102855"
"Taro bacilliform CH virus","ICTVonline=202102856"
"Taro bacilliform virus","ICTVonline=202102857"
"Wisteria badnavirus 1","ICTVonline=202105766"
"Yacon necrotic mottle virus","ICTVonline=202102858"
"Angelica bushy stunt virus","ICTVonline=202106640"
"Atractylodes mild mottle virus","ICTVonline=202102860"
"Carnation etched ring virus","ICTVonline=202102861"
"Cauliflower mosaic virus","ICTVonline=202102862"
"Dahlia mosaic virus","ICTVonline=202102863"
"Figwort mosaic virus","ICTVonline=202102864"
"Horseradish latent virus","ICTVonline=202102865"
"Lamium leaf distortion virus","ICTVonline=202102866"
"Mirabilis mosaic virus","ICTVonline=202102867"
"Soybean Putnam virus","ICTVonline=202102868"
"Strawberry vein banding virus","ICTVonline=202102869"
"Thistle mottle virus","ICTVonline=202102870"
"Cassava vein mosaic virus","ICTVonline=202102872"
"Epiphyllum virus 4","ICTVonline=202108839"
"Sweet potato collusive virus","ICTVonline=202102873"
"Dioscorea nummularia associated virus","ICTVonline=202107423"
"Petunia vein clearing virus","ICTVonline=202102875"
"Rose yellow vein virus","ICTVonline=202102877"
"Rudbeckia flower distortion virus","ICTVonline=202106652"
"Sweet potato vein clearing virus","ICTVonline=202102879"
"Tobacco vein clearing virus","ICTVonline=202102880"
"Blueberry red ringspot virus","ICTVonline=202102882"
"Cestrum yellow leaf curling virus","ICTVonline=202102883"
"Peanut chlorotic streak virus","ICTVonline=202102884"
"Soybean chlorotic mottle virus","ICTVonline=202102885"
"Rice tungro bacilliform virus","ICTVonline=202102887"
"Blueberry fruit drop associated virus","ICTVonline=202107425"
"Ceratitis capitata Yoyo virus","ICTVonline=202103814"
"Drosophila ananassae Tom virus","ICTVonline=202103815"
"Drosophila melanogaster 17-6 virus","ICTVonline=202103816"
"Drosophila melanogaster 297 virus","ICTVonline=202103817"
"Drosophila melanogaster Gypsy virus","ICTVonline=202103818"
"Drosophila melanogaster Idefix virus","ICTVonline=202103819"
"Drosophila melanogaster Tirant virus","ICTVonline=202103820"
"Drosophila melanogaster Zam virus","ICTVonline=202103821"
"Drosophila virilis Tv1 virus","ICTVonline=202103822"
"Trichoplusia ni TED virus","ICTVonline=202103823"
"Arabidopsis thaliana Athila virus","ICTVonline=202103825"
"Arabidopsis thaliana Tat4 virus","ICTVonline=202103826"
"Bombyx mori Mag virus","ICTVonline=202103827"
"Caenorhabditis elegans Cer1 virus","ICTVonline=202103828"
"Cladosporium fulvum T-1 virus","ICTVonline=202103829"
"Dictyostelium discoideum Skipper virus","ICTVonline=202103830"
"Drosophila buzzatii Osvaldo virus","ICTVonline=202103831"
"Drosophila melanogaster 412 virus","ICTVonline=202103832"
"Drosophila melanogaster Blastopia virus","ICTVonline=202103833"
