"Species","Taxon.History.URL.ICTV"
"Kirnavirus lutenecus","ICTVonline=202110425"
"Kiwsmaevirus defluviicola","ICTVonline=202110427"
"Konkivirus lutihabitans","ICTVonline=202110429"
"Kowinovirus pelenecus","ICTVonline=202110431"
"Kuhshuvirus pelovicinum","ICTVonline=202110433"
"Lohmavirus borborovivens","ICTVonline=202110435"
"Loslovirus caenicola","ICTVonline=202110437"
"Lulohlevirus edaphohabitans","ICTVonline=202110439"
"Luthavirus edaphovicinum","ICTVonline=202110441"
"Luthavirus edaphovivens","ICTVonline=202110442"
"Luthavirus pedadaptatum","ICTVonline=202110443"
"Mahqeavirus limicola","ICTVonline=202110445"
"Mahqeavirus limihabitans","ICTVonline=202110446"
"Mahraivirus limivicinum","ICTVonline=202110448"
"Manohtivirus pedenecus","ICTVonline=202110450"
"Manrohovirus lutadaptatum","ICTVonline=202110452"
"Martavirus lutenecus","ICTVonline=202110454"
"Meblowovirus defluviicola","ICTVonline=202110456"
"Mehraxmevirus pedohabitans","ICTVonline=202110458"
"Mekintivirus lutihabitans","ICTVonline=202110460"
"Methovirus lutivicinum","ICTVonline=202110462"
"Mihkrovirus pedovicinum","ICTVonline=202110465"
"Mihkrovirus pedovivens","ICTVonline=202110466"
"Mihkrovirus peladaptatum","ICTVonline=202110468"
"Mihkrovirus pelenecus","ICTVonline=202110469"
"Mihkrovirus pelocola","ICTVonline=202110470"
"Mihkrovirus soladaptatum","ICTVonline=202110464"
"Mihkrovirus solenecus","ICTVonline=202110471"
"Mihkrovirus solicola","ICTVonline=202110467"
"Mintuvirus asiadaptatum","ICTVonline=202110473"
"Mintuvirus asienecus","ICTVonline=202110475"
"Mintuvirus pelovivens","ICTVonline=202110474"
"Monamovirus asiohabitans","ICTVonline=202110477"
"Monamovirus asiovicinum","ICTVonline=202110478"
"Mucrahivirus borboradaptatum","ICTVonline=202110483"
"Mucrahivirus geocola","ICTVonline=202110481"
"Mucrahivirus geoenecus","ICTVonline=202110482"
"Mucrahivirus geohabitans","ICTVonline=202110480"
"Mucrahivirus geovicinum","ICTVonline=202110484"
"Mucrahivirus geovivens","ICTVonline=202110485"
"Muyegivirus borborenecus","ICTVonline=202110487"
"Nadsecevirus borborocola","ICTVonline=202110489"
"Nahjiuvirus borborohabitans","ICTVonline=202110492"
"Nahjiuvirus borborovicinum","ICTVonline=202110491"
"Nahrudavirus borborovivens","ICTVonline=202110494"
"Nahsuvirus caenadaptatum","ICTVonline=202110496"
"Nahsuvirus telluradaptatum","ICTVonline=202110497"
"Nahsuvirus telluricola","ICTVonline=202110498"
"Niankuvirus caenivicinum","ICTVonline=202110500"
"Nihucivirus limihabitans","ICTVonline=202110502"
"Niuhvovirus limivicinum","ICTVonline=202110504"
"Niuhvovirus limivivens","ICTVonline=202110505"
"Noehsivirus tellurivicinum","ICTVonline=202110508"
"Noehsivirus tellurivivens","ICTVonline=202110507"
"Nuihimevirus lutadaptatum","ICTVonline=202110510"
"Oceshuvirus lutenecus","ICTVonline=202110512"
"Olmsdivirus lutivivens","ICTVonline=202110514"
"Omohevirus peladaptatum","ICTVonline=202110516"
"Onohmuvirus pelenecus","ICTVonline=202110518"
"Opdykovirus pelocola","ICTVonline=202110520"
"Osigowavirus insecticola","ICTVonline=202110522"
"Owenocuvirus pelohabitans","ICTVonline=202110524"
"Oxychlovirus humadaptatum","ICTVonline=202110531"
"Oxychlovirus terrenecus","ICTVonline=202110528"
"Oxychlovirus terricola","ICTVonline=202110527"
"Oxychlovirus terrihabitans","ICTVonline=202110529"
"Oxychlovirus terrivicinum","ICTVonline=202110530"
"Oxychlovirus terrivivens","ICTVonline=202110526"
"Palsdevirus asienecus","ICTVonline=202110533"
"Paysduvirus asiocola","ICTVonline=202110535"
"Pehohrivirus asiohabitans","ICTVonline=202110538"
"Pehohrivirus asiovicinum","ICTVonline=202110537"
"Pehsaduvirus asiovivens","ICTVonline=202110540"
"Pepevirus rubrum","ICTVonline=202110542"
"Pepevirus spumicola","ICTVonline=202110543"
"Perrunavirus olsenii","ICTVonline=202110545"
"Philtcovirus borboradaptatum","ICTVonline=202110547"
"Phobpsivirus agradaptatum","ICTVonline=202110550"
"Phobpsivirus agricola","ICTVonline=202110549"
"Phulivirus agrihabitans","ICTVonline=202110553"
"Phulivirus agrivicinum","ICTVonline=202110554"
"Phulivirus tegeticola","ICTVonline=202110552"
"Piponevirus borborenecus","ICTVonline=202110556"
"Piponevirus borborocola","ICTVonline=202110557"
"Pipunevirus borborohabitans","ICTVonline=202110559"
"Pipunevirus borborovicinum","ICTVonline=202110560"
"Pipunevirus borborovivens","ICTVonline=202110561"
"Pipunevirus caenadaptatum","ICTVonline=202110562"
"Pohlevirus arvadaptatum","ICTVonline=202110566"
"Pohlevirus arvenecus","ICTVonline=202110568"
"Pohlevirus arvicola","ICTVonline=202110564"
"Pohlevirus caenicola","ICTVonline=202110567"
"Pohlevirus chorovivens","ICTVonline=202110565"
"Pohtamavirus caenihabitans","ICTVonline=202110570"
"Poncivirus insecticola","ICTVonline=202110572"
"Psehatovirus edaphadaptatum","ICTVonline=202110575"
"Psehatovirus edaphenecus","ICTVonline=202110577"
"Psehatovirus edaphocola","ICTVonline=202110576"
"Psehatovirus edaphohabitans","ICTVonline=202110574"
"Psehatovirus edaphovicinum","ICTVonline=202110578"
"Psehatovirus edaphovivens","ICTVonline=202110579"
"Psimevirus caenivicinum","ICTVonline=202110582"
"Psimevirus pedocola","ICTVonline=202110581"
"Pudlivirus limivicinum","ICTVonline=202110584"
"Qubevirus durum","ICTVonline=202103755"
"Qubevirus faecium","ICTVonline=202103754"
"Radbaivirus tellurenecus","ICTVonline=202110586"
"Radbaivirus telluricola","ICTVonline=202110587"
"Radbaivirus tellurihabitans","ICTVonline=202110588"
"Rehihmevirus terrenecus","ICTVonline=202110590"
"Rehudzovirus terrihabitans","ICTVonline=202110592"
"Rusvolovirus asiadaptatum","ICTVonline=202110594"
"Rusvolovirus asienecus","ICTVonline=202110595"
"Scuadavirus asiohabitans","ICTVonline=202110597"
"Sehcovirus asiovivens","ICTVonline=202110599"
"Sehcovirus humivivens","ICTVonline=202110600"
"Sehpovirus borboradaptatum","ICTVonline=202110602"
"Seybrovirus borborohabitans","ICTVonline=202110604"
"Shebanavirus borborovicinum","ICTVonline=202110606"
"Shihovirus caenadaptatum","ICTVonline=202110608"
"Sholavirus caenicola","ICTVonline=202110611"
"Sholavirus caenihabitans","ICTVonline=202110610"
"Sholavirus caenivicinum","ICTVonline=202110612"
"Sholavirus caenivivens","ICTVonline=202110613"
"Shomudavirus limadaptatum","ICTVonline=202110615"
"Shuravirus limicola","ICTVonline=202110617"
"Shuravirus limihabitans","ICTVonline=202110618"
"Sincthavirus limivicinum","ICTVonline=202110620"
"Skhembuvirus limivivens","ICTVonline=202110622"
"Smudhfivirus lutadaptatum","ICTVonline=202110624"
"Soetuvirus lutenecus","ICTVonline=202110626"
"Sphonivirus agrivivens","ICTVonline=202110629"
"Sphonivirus choradaptatum","ICTVonline=202110630"
"Sphonivirus chorocola","ICTVonline=202110628"
"Stehlmavirus lutihabitans","ICTVonline=202110632"
"Swihdzovirus paludicola","ICTVonline=202110634"
"Tahluvirus peladaptatum","ICTVonline=202110636"
"Tapikevirus pelocola","ICTVonline=202110638"
"Teciucevirus pelohabitans","ICTVonline=202110640"
"Tehdravirus arvivicinum","ICTVonline=202110642"
"Tehnexuvirus edaphadaptatum","ICTVonline=202110644"
"Thidevirus edaphovivens","ICTVonline=202110646"
"Thiwvovirus asienecus","ICTVonline=202110648"
"Thiyevirus asiocola","ICTVonline=202110650"
"Thobivirus asiohabitans","ICTVonline=202110652"
"Ticahravirus asiovicinum","ICTVonline=202110654"
"Tohvovirus borborohabitans","ICTVonline=202110656"
"Trucevirus pedenecus","ICTVonline=202110658"
"Ureyisuvirus caenihabitans","ICTVonline=202110660"
"Ushumevirus caenivicinum","ICTVonline=202110662"
"Vinehtivirus limenecus","ICTVonline=202110664"
"Vinehtivirus limicola","ICTVonline=202110665"
"Vohsuavirus limihabitans","ICTVonline=202110671"
"Vohsuavirus limivicinum","ICTVonline=202110672"
"Vohsuavirus pedovivens","ICTVonline=202110668"
"Vohsuavirus soladaptatum","ICTVonline=202110669"
"Vohsuavirus solenecus","ICTVonline=202110670"
"Vohsuavirus solicola","ICTVonline=202110667"
"Wahtavirus luticola","ICTVonline=202110674"
"Whietlevirus defluviicola","ICTVonline=202110676"
"Whilavirus pelohabitans","ICTVonline=202110678"
"Wohudhevirus asienecus","ICTVonline=202110680"
"Wyahnevirus asiohabitans","ICTVonline=202110682"
"Yahnavirus asiovicinum","ICTVonline=202110684"
"Yemegivirus asiovivens","ICTVonline=202110686"
"Yohcadevirus borborocola","ICTVonline=202110688"
"Yuhrihovirus borborohabitans","ICTVonline=202110692"
"Yuhrihovirus borborovicinum","ICTVonline=202110693"
"Yuhrihovirus borborovivens","ICTVonline=202110690"
"Yuhrihovirus humenecus","ICTVonline=202110691"
"Alohrdovirus borborenecus","ICTVonline=202110857"
"Andihavirus borborohabitans","ICTVonline=202110859"
"Dibaevirus borborocola","ICTVonline=202110861"
"Dilzevirus borborohabitans","ICTVonline=202110863"
"Eosonovirus caenenecus","ICTVonline=202110865"
"Etdyvivirus caenicola","ICTVonline=202110867"
"Fahrmivirus caenivivens","ICTVonline=202110869"
"Fahrmivirus limadaptatum","ICTVonline=202110870"
"Hinehbovirus caenihabitans","ICTVonline=202110872"
"Insbruvirus lutivivens","ICTVonline=202110874"
"Intasivirus peladaptatum","ICTVonline=202110880"
"Intasivirus tellurivivens","ICTVonline=202110877"
"Intasivirus terradaptatum","ICTVonline=202110878"
"Intasivirus terrenecus","ICTVonline=202110876"
"Intasivirus terricola","ICTVonline=202110879"
"Jargovirus pelovivens","ICTVonline=202110882"
"Mahshuvirus limivivens","ICTVonline=202110884"
"Mintinovirus pelohabitans","ICTVonline=202110886"
"Mintinovirus pelovicinum","ICTVonline=202110887"
"Odiravirus lutihabitans","ICTVonline=202110889"
"Oekfovirus lutivicinum","ICTVonline=202110891"
"Puhrivirus limivivens","ICTVonline=202110893"
"Puirovirus lutadaptatum","ICTVonline=202110895"
"Puirovirus lutenecus","ICTVonline=202110896"
"Sexopuavirus agricola","ICTVonline=202110898"
"Thiuhmevirus pedadaptatum","ICTVonline=202110900"
"Tohkunevirus borborocola","ICTVonline=202110902"
"Tyrahlevirus caenicola","ICTVonline=202110904"
"Vendavirus caenivivens","ICTVonline=202110906"
"Voulevirus limivivens","ICTVonline=202110908"
"Wishivirus defluviicola","ICTVonline=202110910"
"Alehndavirus ruminicola","ICTVonline=202110914"
"Bonghivirus borborenecus","ICTVonline=202110916"
"Cehntrovirus agrihabitans","ICTVonline=202110918"
"Dahmuivirus pelovivens","ICTVonline=202110920"
"Dehgumevirus asiovivens","ICTVonline=202110922"
"Dehkhevirus borboradaptatum","ICTVonline=202110924"
"Espurtavirus simiicola","ICTVonline=202110926"
"Gifriavirus ruminicola","ICTVonline=202110928"
"Hehrovirus borborohabitans","ICTVonline=202110930"
"Ivolevirus faecicola","ICTVonline=202110932"
"Kahnayevirus asiovivens","ICTVonline=202110934"
"Kahraivirus borboradaptatum","ICTVonline=202110936"
"Kemiovirus caenivicinum","ICTVonline=202110938"
"Kerishovirus limenecus","ICTVonline=202110940"
"Konmavirus lutivicinum","ICTVonline=202110942"
"Konmavirus lutivivens","ICTVonline=202110943"
"Konmavirus peladaptatum","ICTVonline=202110944"
"Lirnavirus borborovicinum","ICTVonline=202110946"
"Lonzbavirus caenadaptatum","ICTVonline=202110948"
"Marskhivirus piscicola","ICTVonline=202110950"
"Nehohpavirus tellurenecus","ICTVonline=202110952"
"Nehpavirus caenenecus","ICTVonline=202110954"
"Obhoarovirus terradaptatum","ICTVonline=202110956"
"Pacehavirus humicola","ICTVonline=202110959"
"Pacehavirus pelovicinum","ICTVonline=202110960"
"Pacehavirus pelovivens","ICTVonline=202110958"
"Pahdacivirus asiadaptatum","ICTVonline=202110962"
"Rhohmbavirus terrivicinum","ICTVonline=202110964"
"Semodevirus borborenecus","ICTVonline=202110966"
"Shihmovirus borborovivens","ICTVonline=202110968"
"Shihwivirus caenenecus","ICTVonline=202110970"
"Tibirnivirus paludicola","ICTVonline=202110972"
"Tinebovirus borborenecus","ICTVonline=202110974"
"Wahdswovirus lutenecus","ICTVonline=202110976"
"Yenihzavirus borboradaptatum","ICTVonline=202110978"
"Abakapovirus asiadaptatum","ICTVonline=202110983"
"Abakapovirus humadaptatum","ICTVonline=202110982"
"Abakapovirus humenecus","ICTVonline=202110981"
"Abakapovirus humicola","ICTVonline=202110984"
"Achlievirus humihabitans","ICTVonline=202110986"
"Adahmuvirus asiocola","ICTVonline=202110988"
"Alehxovirus agradaptatum","ICTVonline=202110993"
"Alehxovirus agrenecus","ICTVonline=202110998"
"Alehxovirus agricola","ICTVonline=202110997"
"Alehxovirus agrihabitans","ICTVonline=202110999"
"Alehxovirus asiohabitans","ICTVonline=202110994"
"Alehxovirus asiovicinum","ICTVonline=202110995"
"Alehxovirus asiovivens","ICTVonline=202110990"
"Alehxovirus borboradaptatum","ICTVonline=202110996"
"Alehxovirus humivicinum","ICTVonline=202110991"
"Alehxovirus humivivens","ICTVonline=202110992"
"Aphenovirus arvadaptatum","ICTVonline=202111001"
"Aphenovirus arvicola","ICTVonline=202111003"
"Aphenovirus chorovivens","ICTVonline=202111002"
"Arawsmovirus borborovivens","ICTVonline=202111005"
"Arctuvirus arvivicinum","ICTVonline=202111008"
"Arctuvirus arvivivens","ICTVonline=202111009"
"Arctuvirus edaphadaptatum","ICTVonline=202111010"
"Arctuvirus edaphenecus","ICTVonline=202111011"
"Arctuvirus edaphocola","ICTVonline=202111007"
"Arctuvirus edaphohabitans","ICTVonline=202111012"
"Arctuvirus edaphovicinum","ICTVonline=202111013"
"Arctuvirus edaphovivens","ICTVonline=202111014"
"Arctuvirus pedadaptatum","ICTVonline=202111015"
"Arctuvirus pedocola","ICTVonline=202111016"
"Arpirivirus pedenecus","ICTVonline=202111018"
"Arpirivirus pedohabitans","ICTVonline=202111019"
"Ashcevirus caenenecus","ICTVonline=202111021"
"Bahnicevirus chthonadaptatum","ICTVonline=202111032"
"Bahnicevirus chthonenecus","ICTVonline=202111034"
"Bahnicevirus chthonocola","ICTVonline=202111033"
"Bahnicevirus chthonohabitans","ICTVonline=202111035"
"Bahnicevirus chthonovicinum","ICTVonline=202111036"
"Bahnicevirus chthonovivens","ICTVonline=202111037"
"Bahnicevirus defluviicola","ICTVonline=202111023"
"Bahnicevirus geoadaptatum","ICTVonline=202111038"
"Bahnicevirus geocola","ICTVonline=202111039"
"Bahnicevirus geoenecus","ICTVonline=202111040"
"Bahnicevirus geohabitans","ICTVonline=202111041"
"Bahnicevirus geovicinum","ICTVonline=202111042"
"Bahnicevirus geovivens","ICTVonline=202111043"
"Bahnicevirus limenecus","ICTVonline=202111048"
"Bahnicevirus limicola","ICTVonline=202111049"
"Bahnicevirus limihabitans","ICTVonline=202111050"
"Bahnicevirus pedovicinum","ICTVonline=202111024"
"Bahnicevirus pedovivens","ICTVonline=202111025"
"Bahnicevirus soladaptatum","ICTVonline=202111026"
"Bahnicevirus solenecus","ICTVonline=202111028"
"Bahnicevirus solicola","ICTVonline=202111027"
"Bahnicevirus solihabitans","ICTVonline=202111029"
"Bahnicevirus solivicinum","ICTVonline=202111030"
"Bahnicevirus solivivens","ICTVonline=202111031"
"Bahnicevirus telluradaptatum","ICTVonline=202111044"
"Bahnicevirus tellurenecus","ICTVonline=202111046"
"Bahnicevirus telluricola","ICTVonline=202111045"
"Bahnicevirus tellurihabitans","ICTVonline=202111047"
"Bahnicevirus tellurivicinum","ICTVonline=202111051"
"Bahnicevirus tellurivivens","ICTVonline=202111052"
"Bahnicevirus terradaptatum","ICTVonline=202111053"
"Bahnicevirus terricola","ICTVonline=202111054"
"Belbovirus lutenecus","ICTVonline=202111056"
"Berdovirus luticola","ICTVonline=202111058"
"Bicehmovirus lutivivens","ICTVonline=202111061"
"Bicehmovirus peladaptatum","ICTVonline=202111060"
"Bicehmovirus pelenecus","ICTVonline=202111062"
"Bidhavirus pelocola","ICTVonline=202111064"
"Brikhyavirus terrivicinum","ICTVonline=202111066"
"Cahrlavirus caenivicinum","ICTVonline=202111068"
"Cahtavirus humihabitans","ICTVonline=202111070"
"Catindovirus agricola","ICTVonline=202111072"
"Cebevirus agrenecus","ICTVonline=202111075"
"Cebevirus halophobicum","ICTVonline=202111074"
"Chlurivirus chorocola","ICTVonline=202111077"
"Chorovirus peladaptatum","ICTVonline=202111079"
"Clitovirus chorohabitans","ICTVonline=202111081"
"Cohrdavirus arvadaptatum","ICTVonline=202111085"
"Cohrdavirus chorovicinum","ICTVonline=202111083"
"Cohrdavirus chorovivens","ICTVonline=202111084"
"Controvirus defluviicola","ICTVonline=202111087"
"Cunarovirus edaphovivens","ICTVonline=202111089"
"Cunarovirus pedadaptatum","ICTVonline=202111090"
"Cunarovirus pedenecus","ICTVonline=202111092"
"Cunarovirus pedocola","ICTVonline=202111091"
"Cunarovirus pedovicinum","ICTVonline=202111095"
"Cunarovirus pedovivens","ICTVonline=202111096"
"Cunarovirus pelovicinum","ICTVonline=202111094"
"Cunavirus pedohabitans","ICTVonline=202111093"
"Dohnjavirus caenadaptatum","ICTVonline=202111098"
"Endehruvirus chthonenecus","ICTVonline=202111101"
"Endehruvirus chthonocola","ICTVonline=202111100"
"Eregrovirus chthonohabitans","ICTVonline=202111103"
"Erimutivirus chthonovicinum","ICTVonline=202111105"
"Fagihovirus caenihabitans","ICTVonline=202111107"
"Fagihovirus chthonovivens","ICTVonline=202111108"
"Fejonovirus limenecus","ICTVonline=202111110"
"Ferahgovirus geoadaptatum","ICTVonline=202111112"
"Fluruvirus limivicinum","ICTVonline=202111114"
"Frobavirus limivivens","ICTVonline=202111116"
"Fudhoevirus lutadaptatum","ICTVonline=202111118"
"Fudhoevirus lutenecus","ICTVonline=202111119"
"Gahmegovirus lutivicinum","ICTVonline=202111121"
"Garnievirus lutivivens","ICTVonline=202111123"
"Gehrmavirus geocola","ICTVonline=202111125"
"Gehrmavirus pelocola","ICTVonline=202111126"
"Gernuduvirus geoenecus","ICTVonline=202111128"
"Gihfavirus geohabitans","ICTVonline=202111131"
"Gihfavirus pelohabitans","ICTVonline=202111130"
"Gredihovirus agradaptatum","ICTVonline=202111217"
"Gredihovirus agrenecus","ICTVonline=202111219"
"Gredihovirus agricola","ICTVonline=202111218"
"Gredihovirus agrihabitans","ICTVonline=202111220"
"Gredihovirus agrivicinum","ICTVonline=202111221"
"Gredihovirus agrivivens","ICTVonline=202111222"
"Gredihovirus arvadaptatum","ICTVonline=202111162"
"Gredihovirus arvenecus","ICTVonline=202111164"
"Gredihovirus arvicola","ICTVonline=202111163"
"Gredihovirus arvihabitans","ICTVonline=202111165"
"Gredihovirus arvivicinum","ICTVonline=202111166"
"Gredihovirus arvivivens","ICTVonline=202111167"
"Gredihovirus asienecus","ICTVonline=202111208"
"Gredihovirus choradaptatum","ICTVonline=202111223"
"Gredihovirus chorenecus","ICTVonline=202111225"
"Gredihovirus chorocola","ICTVonline=202111224"
"Gredihovirus chorohabitans","ICTVonline=202111226"
"Gredihovirus chorovicinum","ICTVonline=202111227"
"Gredihovirus chorovivens","ICTVonline=202111228"
"Gredihovirus chthonadaptatum","ICTVonline=202111186"
"Gredihovirus chthonenecus","ICTVonline=202111188"
"Gredihovirus chthonocola","ICTVonline=202111187"
"Gredihovirus chthonohabitans","ICTVonline=202111189"
"Gredihovirus chthonovicinum","ICTVonline=202111190"
"Gredihovirus chthonovivens","ICTVonline=202111191"
"Gredihovirus edaphadaptatum","ICTVonline=202111168"
"Gredihovirus edaphenecus","ICTVonline=202111170"
"Gredihovirus edaphocola","ICTVonline=202111169"
"Gredihovirus edaphohabitans","ICTVonline=202111171"
"Gredihovirus edaphovicinum","ICTVonline=202111172"
"Gredihovirus edaphovivens","ICTVonline=202111173"
"Gredihovirus geoadaptatum","ICTVonline=202111192"
"Gredihovirus geocola","ICTVonline=202111193"
